left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,left,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,right,asymmetry,asymmetry,asymmetry,asymmetry,asymmetry,asymmetry,asymmetry,asymmetry
-1.1999999999999993,,-2.966666666666667,,-3.3000000000000007,,0.0,,4.5,0.0,,,,0.0,0.3333333333333339,,-1.0666666666666664,,3.3000000000000007,,-50.00000000000003,3.033333333333333,,-2.5999999999999996,,-4.1,,0.0,,1.0666666666666664,0.0,,,,0.0,1.5,,-4.5,,4.1,,19.78021978021978,77.77777777777773,139.56043956043953,-14.102564102564122,19.512195121951194,-24.242424242424203,-321.8750000000001,,76.2962962962963
-0.6999999999999993,,-2.9333333333333336,,-4.933333333333334,,0.0,,5.633333333333333,0.0,,,,0.0,2.0,,-0.8666666666666671,,4.933333333333334,,-85.71428571428581,4.0,,-3.5666666666666664,,-4.866666666666667,,0.0,,0.8666666666666671,0.0,,,,0.0,1.3000000000000007,,-5.633333333333333,,4.866666666666667,,15.0,34.999999999999964,117.49999999999999,-21.590909090909072,1.3513513513513467,-1.3698630136986252,-549.9999999999995,,84.6153846153846
-0.6333333333333329,,-4.133333333333334,,-5.500000000000001,,0.0,,6.133333333333334,0.0,,,,0.0,1.3666666666666671,,-2.033333333333333,,5.500000000000001,,-94.73684210526324,3.299999999999999,,-4.033333333333333,,-5.333333333333332,,0.0,,2.033333333333333,0.0,,,,0.0,1.299999999999999,,-6.133333333333334,,5.333333333333332,,18.181818181818187,4.878048780487916,119.19191919191918,-2.4793388429752197,3.0303030303030676,-3.1250000000000395,-201.6393442622951,,66.84782608695653
-0.5999999999999996,,-5.233333333333334,,-6.566666666666666,,,,7.166666666666666,0.0,,,,,1.3333333333333321,,-1.7666666666666675,,6.566666666666666,,-100.00000000000006,,,-3.6999999999999993,,,,,,1.7666666666666675,0.0,,,,,,,-7.166666666666666,,,,,,,-41.4414414414415,,,-305.66037735849034,,75.34883720930232
,,-5.299999999999999,,-6.633333333333333,,,,,,,,,,1.333333333333334,,-1.5999999999999996,,6.633333333333333,,,,,,,,,,,1.5999999999999996,,,,,,,,,,,,,,,,,,,,
,,-6.200000000000001,,,,,,,,,,,,,,-1.5666666666666664,,,,,,,,,,,,,1.5666666666666664,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
